Acc X,Acc Y,Acc Z,Class
-0.5944915430108914,0.6973706512468921,0.007036302680420116,0.0
-0.483940665945973,0.5633508841028616,-0.6504539980489773,0.0
-0.21169324742690485,0.9665581064526746,-0.2827348080610316,0.0
-0.723785241187391,0.8775942353292292,-0.34355528245067285,0.0
-0.4715513435162829,1.0067353385729412,-0.5980225546096325,0.0
0.2673605531877435,0.4864401826154957,-0.7486755687586859,0.0
-0.6068808654405814,1.2988812121331614,-0.6284327918044526,0.0
-0.02648876084975658,2.358125238961036,0.21047030322508273,0.0
-0.2558500632660536,0.41555606594616834,-1.0793432053828274,0.0
-0.08589397352544598,-0.8419912994181591,-1.72075453012416,0.0
-0.7695304316970126,1.5003413331933473,-0.9454682531343646,0.0
-0.6233999620134997,1.4696344486442892,-0.7318975068580953,0.0
-0.33653949652608106,0.5685165282326109,-0.923097503933577,0.0
-1.1024537626281545,0.7834647200760344,0.9584922296264177,0.0
-0.4820346163414052,0.6003713336993929,-0.6071106714724521,0.0
-0.2561677382001487,0.8787421562469505,-0.8206814177487215,0.0
-0.5430282036875673,1.2541122963420086,0.8620183736980219,0.0
-0.5846436200539593,0.7211900102896216,-0.02197576268935153,0.0
-0.6208585625407428,0.6649418853212496,-0.5158799598879898,0.0
-0.6862995989642339,0.7760032341108413,-0.3313212789814922,0.0
3.2490574845996165,0.9395819648862113,-0.5158799598879898,0.0
-0.3857791113107434,0.7108587220301251,-0.7088276717447834,0.0
-1.9388918640992219,0.15928272106475744,-1.283126748883753,0.0
-0.3158906258099318,0.9243720127263962,-0.600469355303468,0.0
0.16411619960700036,1.2744878926315717,-0.10901195879866492,0.0
-0.07604605056851267,1.0859418818957522,0.11120010364658703,0.0
-0.10273074503245926,0.676995054957329,-0.22436113436522712,0.0
-0.5862319947244323,0.9843508806773642,-0.04294834006508918,0.0
-0.7755662554448141,0.2950243695853707,-0.6032656989535665,0.0
-0.8870701573120111,-0.43706219569176297,-0.5246185337945476,0.0
-0.6125990142542838,1.4802527171332187,-0.09782658419827109,0.0
-0.737127588419369,0.37279601176102817,-1.1419113945537804,0.0
-0.38006096249703974,0.9522090949811514,-0.5092386437190062,0.0
0.026245278209946547,1.0061613781140806,-0.5739040906275321,0.0
-0.23901329175904032,0.9496262729162779,0.8137814457338239,0.0
-0.642460458059176,0.7708375899810931,-0.02686936407702268,0.0
-0.7133019683622768,0.7450093693323508,-0.22086570480260295,0.0
-0.36068279151726956,0.286701942931887,-0.5025973275500223,0.0
-0.376566538221999,-0.5392271573690116,-2.197181579509684,0.0
-0.7133019683622768,1.1464947103055807,-0.4428254820291678,0.0
-0.6071985403746752,1.4059248377107227,-0.08768983846666442,0.0
-0.42008800419295894,0.22787099589864018,0.12098730642193238,0.0
-0.327326923437338,0.8463133903213079,-0.9681885452914136,0.0
-1.2695507779618997,0.10705231930841148,-0.7546177990151457,0.0
-0.5960799176813641,0.9100230012548719,-0.33551579445663987,0.0
-0.30095990390748645,1.4727912311680338,-1.0122309577804647,0.0
-0.38832051078350016,0.6253386136598434,0.29855512820318325,0.0
-0.3209734247554454,0.03444632126250148,-2.3034426382134248,0.0
-0.4788578670004595,1.6171422865715503,-0.33411762263159067,0.0
-0.6186348380020812,0.6936399082642962,0.5453324553243727,0.0
-0.7447517868376325,0.7834647200760344,-0.302658756567983,0.0
-0.28285243266409404,0.44855879233067275,-1.0975194391084682,0.0
