Acc X,Acc Y,Acc Z,Class
-0.3859925828568069,0.3967100608263277,0.1281917635568094,0.0
-0.2787643276996177,0.2498198834337461,-0.4649571890022746,0.0
-0.0146993430165377,0.6917485755891569,-0.1332226339293579,0.0
-0.51140034104352,0.5942411773199925,-0.1880912770687947,0.0
-0.2667473680699318,0.7357841748074903,-0.4176566345717265,0.0
0.4499564293312844,0.1655231649300812,-0.5535668943021702,0.0
-0.3980095424864928,1.0559858891236522,-0.4450909561414444,0.0
0.1649387970887539,2.216953008515557,0.3117179147473399,0.0
-0.0575290196454153,0.0878317863091648,-0.8518757242441657,0.0
0.1073190163002638,-1.2904824692246493,-1.430519173444549,0.0
-0.5557706535223571,1.2767929652041432,-0.7311016419314977,0.0
-0.4140321553260723,1.2431371858015632,-0.5384307168843946,0.0
-0.1357933208233646,0.2554816033332471,-0.7109200720411302,0.0
-0.8786879276739007,0.4910720591513272,0.9865391579565054,0.0
-0.276915564679666,0.2903955427134961,-0.425855397339688,0.0
-0.0578371468154078,0.5954993372976585,-0.6185263223867913,0.0
-0.3360759813181155,1.0069176499946535,0.8995061378042959,0.0
-0.3764406405870577,0.4228168803629109,0.1020187901052387,0.0
-0.4115671379661368,0.3611670414572457,-0.3435524326305325,0.0
-0.4750413349844776,0.4828940192964929,-0.177054481035,0.0
3.342038046875497,0.6621818161139916,-0.3435524326305325,0.0
-0.1835530321721131,0.4114934405639117,-0.5176184729349533,0.0
-1.689986766262638,-0.1930524287049141,-1.0357172124642338,0.0
-0.115765054773889,0.6455111964099086,-0.419863993778485,0.0
0.3498150990839089,1.0292499895982363,0.0234998697505281,0.0
0.1168709585700143,0.8225972132664898,0.2221621983588331,0.0
0.090988276290692,0.3743777212227452,-0.0805613499966806,0.0
-0.3779812764370173,0.7112500552429903,0.0830985683330198,0.0
-0.5616250697522076,-0.0442750113458328,-0.4223866900147809,0.0
-0.6697777064193677,-0.8466665371027384,-0.3514358583689574,0.0
-0.4035558315463471,1.2547751655949817,0.033590654695712,0.0
-0.5243416821831856,0.0409653271410822,-0.9083210525312876,0.0
-0.1780067431122575,0.6760215758683241,-0.3375610290693297,0.0
0.2160879073074138,0.7351550948186573,-0.3958983795336728,0.0
-0.0411982796358435,0.6731907159185749,0.8559896277281911,0.0
-0.4325197855255884,0.4772322993969933,0.0976040716917218,0.0
-0.5012321444337936,0.4489236998994941,-0.0774079797013097,0.0
-0.1592109857427502,-0.0533966711839159,-0.3315696255081268,0.0
-0.1746173442423461,-0.958642775115071,-1.8603235447034716,0.0
-0.5012321444337936,0.8889651520884045,-0.2776469934573009,0.0
-0.398317669656484,1.173309307041062,0.0427354285522846,0.0
-0.2168307665312403,-0.1178773700393319,0.2309916351858696,0.0
-0.126857632893599,0.5599563179285764,-0.7515985488514014,0.0
-1.040762819089642,-0.2502987076887468,-0.5589276238042996,0.0
-0.3875332187067664,0.6297841966890746,-0.1808385253894439,0.0
